species,binomial,phylum,class,order,family,genus,Common.name,panth_bodymass_g,panth_metrate_g,panth_maxLong_m,panth_Mat_d,aa_femMat_d,aa_maleMat_d,aa_maxLong_y,aa_maxLong_m,aa_metrate_w,aa_bodymass_g,AA_Data.quality,kup_AdultMass,kup_maxLong_m,AT_bodymass_g,AT_metrate,AT_brain_g,mean_long,diel
Alopochen_aegyptiaca,Alopochen aegyptiaca,Chordata,Aves,Anseriformes,Anatidae,Alopochen,Egyptian goose,NA,NA,NA,NA,730,730,25.5,306,NA,NA,acceptable,1900,306,1935,NA,7.64,306,NA
Alosa_aestivalis,Alosa aestivalis,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Blueback shad,NA,NA,NA,NA,1460,1277,8,96,NA,NA,acceptable,110,96,NA,NA,NA,96,NA
Alosa_agone,Alosa agone,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Twaite shad,NA,NA,NA,NA,NA,NA,25,300,NA,NA,acceptable,825,300,NA,NA,NA,300,NA
Alosa_alabamae,Alosa alabamae,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Alabama shad,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,NA,48,NA,NA,NA,48,NA
Alosa_alosa,Alosa alosa,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Alice shad,NA,NA,NA,NA,1642,1277,10,120,NA,NA,acceptable,2200,120,NA,NA,NA,120,NA
Alosa_caspia,Alosa caspia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Caspian shad,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,65,84,NA,NA,NA,84,NA
Alosa_chrysochloris,Alosa chrysochloris,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Blue herring,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,935,48,NA,NA,NA,48,NA
Alosa_macedonica,Alosa macedonica,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Macedonia shad,NA,NA,NA,NA,NA,NA,10,120,NA,NA,acceptable,330,120,NA,NA,NA,120,NA
Alosa_maeotica,Alosa maeotica,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Black sea shad,NA,NA,NA,NA,NA,NA,6,72,NA,NA,acceptable,NA,72,NA,NA,NA,72,NA
Alosa_pontica,Alosa pontica,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Pontic shad,NA,NA,NA,NA,730,730,7,84,NA,NA,acceptable,NA,84,NA,NA,NA,84,NA
Alosa_pseudoharengus,Alosa pseudoharengus,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,Alewife,NA,NA,NA,NA,1642,1277,8,96,NA,NA,acceptable,110,96,NA,NA,NA,96,NA
Alosa_sapidissima,Alosa sapidissima,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,American shad,NA,NA,NA,NA,1678,1569,13,156,NA,NA,acceptable,3025,156,NA,NA,NA,156,NA
Alouatta_caraya,Alouatta caraya,Chordata,Mammalia,Primates,Atelidae,Alouatta,Black howler monkey,5576.96,NA,243.6,1276.72,1167,928,32.4,388.8,NA,NA,acceptable,5462.5,388.8,3983.75,NA,48.15,316.2,NA
Alouatta_palliata,Alouatta palliata,Chordata,Mammalia,Primates,Atelidae,Alouatta,Mantled howler monkey,6576.99,4670,300,1578.42,1095,1278,24,288,11.464,4670,acceptable,7000,288,6576.625,NA,55.44583333,294,NA
Alouatta_seniculus,Alouatta seniculus,Chordata,Mammalia,Primates,Atelidae,Alouatta,Red howler monkey,6398.31,NA,300,1690.22,1475,NA,25,300,NA,NA,acceptable,6543.2,300,NA,NA,NA,300,NA
Alticola_semicanus,Alticola semicanus,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Mongolian silver vole,NA,NA,NA,NA,NA,NA,3.8,45.6,NA,NA,acceptable,NA,45.6,NA,NA,NA,45.6,NA
Amazilia_violiceps,Amazilia violiceps,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,Violet-crowned hummingbird,NA,NA,NA,NA,NA,NA,6.1,73.2,NA,NA,acceptable,NA,73.2,NA,NA,NA,73.2,NA
Amazilia_yucatanensis,Amazilia yucatanensis,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,Buff-bellied hummingbird,NA,NA,NA,NA,NA,NA,11.2,134.4,NA,NA,acceptable,3.9,134.4,NA,NA,NA,134.4,DIU
Amazona_aestiva,Amazona aestiva,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Blue-fronted amazon,NA,NA,NA,NA,NA,NA,49,588,NA,NA,acceptable,451,588,NA,NA,NA,588,NA
Amazona_albifrons,Amazona albifrons,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,White-fronted parrot,NA,NA,NA,NA,NA,NA,25.3,303.6,NA,NA,acceptable,215,303.6,NA,NA,NA,303.6,NA
Amazona_amazonica,Amazona amazonica,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Orange-winged amazon,NA,NA,NA,NA,NA,NA,30,360,NA,NA,acceptable,370,360,NA,NA,NA,360,NA
Amazona_auropalliata,Amazona auropalliata,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Yellow-naped parrot,NA,NA,NA,NA,NA,NA,49,588,NA,NA,acceptable,NA,588,NA,NA,NA,588,NA
Amazona_autumnalis,Amazona autumnalis,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Red-lored parrot,NA,NA,NA,NA,NA,NA,27,324,NA,NA,acceptable,416,324,NA,NA,NA,324,NA
Amazona_festiva,Amazona festiva,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Festive amazon,NA,NA,NA,NA,NA,NA,24.5,294,NA,NA,acceptable,430,294,NA,NA,NA,294,NA
Amazona_finschi,Amazona finschi,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Lilac-crowned parrot,NA,NA,NA,NA,NA,NA,25.8,309.6,NA,NA,acceptable,302,309.6,NA,NA,NA,309.6,NA
Amazona_guildingii,Amazona guildingii,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,St. Vincent parrot,NA,NA,NA,NA,NA,NA,28,336,NA,NA,acceptable,646,336,NA,NA,NA,336,NA
Amazona_ochrocephala,Amazona ochrocephala,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Yellow-crowned parrot,NA,NA,NA,NA,NA,NA,56,672,NA,NA,acceptable,430,672,NA,NA,NA,672,NA
Amazona_rhodocorytha,Amazona rhodocorytha,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Red-browed parrot,NA,NA,NA,NA,NA,NA,44,528,NA,NA,acceptable,NA,528,NA,NA,NA,528,NA
Ambloplites_rupestris,Ambloplites rupestris,Chordata,Actinopterygii,Perciformes,Centrarchidae,Ambloplites,Rock bass,NA,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,824,216,NA,NA,NA,216,NA
Amblygaster_sirm,Amblygaster sirm,Chordata,Teleostei,Clupeiformes,Clupeidae,Amblygaster,Spotted sardinella,NA,NA,NA,NA,310,350,8,96,NA,NA,acceptable,NA,96,NA,NA,NA,96,NA
Amblyraja_radiata,Amblyraja radiata,Chordata,Chondrichthyes,Rajiformes,Rajidae,Amblyraja,Thorny skate,NA,NA,NA,NA,4015,1460,16,192,NA,NA,acceptable,2337.5,192,NA,NA,NA,192,NA
Amblyrhynchus_cristatus,Amblyrhynchus cristatus,Chordata,Reptilia,Squamata,Iguanidae,Amblyrhynchus,Marine iguana,NA,NA,NA,NA,NA,NA,6.4,76.8,NA,NA,acceptable,2227.43,76.8,4190,NA,1.44,76.8,NA
Ambystoma_gracile,Ambystoma gracile,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Northwestern salamander,NA,NA,NA,NA,730,730,10.2,122.4,NA,NA,acceptable,NA,122.4,NA,NA,NA,122.4,NOC
Ambystoma_mabeei,Ambystoma mabeei,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Mabee's salamander,NA,NA,NA,NA,NA,NA,8.8,105.6,NA,NA,acceptable,NA,105.6,NA,NA,NA,105.6,NA
Ambystoma_macrodactylum,Ambystoma macrodactylum,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Long-toed salamander,NA,NA,NA,NA,730,730,10,120,NA,NA,acceptable,NA,120,NA,NA,NA,120,NA
Ambystoma_maculatum,Ambystoma maculatum,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Spotted salamander,NA,NA,NA,NA,1095,730,32,384,0.005,12.8,acceptable,12.84,384,NA,NA,NA,384,NA
Ambystoma_mexicanum,Ambystoma mexicanum,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Axolotl,NA,NA,NA,NA,548,548,17,204,NA,NA,acceptable,NA,204,NA,NA,NA,204,NOC
Ambystoma_opacum,Ambystoma opacum,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Marbled salamander,NA,NA,NA,NA,1296,1113,11.3,135.6,NA,NA,acceptable,NA,135.6,NA,NA,NA,135.6,NOC
Ambystoma_rosaceum,Ambystoma rosaceum,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Chihuahuan mole salamander,NA,NA,NA,NA,NA,NA,14.4,172.8,NA,NA,acceptable,NA,172.8,NA,NA,NA,172.8,NA
Ambystoma_talpoideum,Ambystoma talpoideum,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Mole salamander,NA,NA,NA,NA,730,730,9,108,NA,NA,acceptable,5.93,108,NA,NA,NA,108,NA
Ambystoma_texanum,Ambystoma texanum,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Small-mouthed salamander,NA,NA,NA,NA,NA,NA,13.8,165.6,NA,NA,acceptable,10.98,165.6,NA,NA,NA,165.6,NA
Ambystoma_tigrinum,Ambystoma tigrinum,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Tiger salamander,NA,NA,NA,NA,1460,1460,25,300,0.00196,3.21,acceptable,9.402,300,NA,NA,NA,300,NA
Ameiurus_catus,Ameiurus catus,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,White catfish,NA,NA,NA,NA,NA,NA,14,168,NA,NA,acceptable,5362.5,168,NA,NA,NA,168,NA
Ameiurus_melas,Ameiurus melas,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,Black bullhead,NA,NA,NA,NA,730,730,10,120,NA,NA,acceptable,1995.5,120,NA,NA,NA,120,NA
Ameiurus_natalis,Ameiurus natalis,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,Yellow bullhead,NA,NA,NA,NA,730,730,7,84,NA,NA,acceptable,1278,84,NA,NA,NA,84,NA
Ameiurus_platycephalus,Ameiurus platycephalus,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,Flat bullhead,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,NA,84,NA,NA,NA,84,NA
Ameiva_ameiva,Ameiva ameiva,Chordata,Reptilia,Squamata,Teiidae,Ameiva,Giant ameiva,NA,NA,NA,NA,244,244,4.6,55.2,NA,NA,acceptable,68,55.2,NA,NA,NA,55.2,DIU
Amia_calva,Amia calva,Chordata,Holostei,Amiiformes,Amiidae,Amia,Bowfin,NA,NA,NA,NA,1551,1460,30,360,NA,NA,acceptable,NA,NA,NA,NA,NA,360,NA
Ammocrypta_clara,Ammocrypta clara,Chordata,Actinopterygii,Perciformes,Percidae,Ammocrypta,Western sand darter,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA
Ammodramus_caudacutus,Ammodramus caudacutus,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,Saltmarsh sharp-tailed sparrow,NA,NA,NA,NA,365,365,10,120,NA,NA,acceptable,16.5,120,NA,NA,NA,120,DIU
Ammodramus_henslowii,Ammodramus henslowii,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,Henslow's sparrow,NA,NA,NA,NA,365,365,6.5,78,NA,NA,acceptable,12.5,78,NA,NA,NA,78,NA
Ammodramus_leconteii,Ammodramus leconteii,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,Le Conte's sparrow,NA,NA,NA,NA,NA,NA,4.1,49.2,NA,NA,acceptable,NA,49.2,NA,NA,NA,49.2,NA
Ammodramus_maritimus,Ammodramus maritimus,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,Seaside sparrow,NA,NA,NA,NA,365,365,9,108,NA,NA,acceptable,20,108,NA,NA,NA,108,DIU
Ammodramus_nelsoni,Ammodramus nelsoni,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,Nelson's sharp-tailed sparrow,NA,NA,NA,NA,365,365,7.1,85.2,NA,NA,acceptable,15.2,85.2,NA,NA,NA,85.2,DIU
Ammodramus_savannarum,Ammodramus savannarum,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,Grasshopper sparrow,NA,NA,NA,NA,365,365,9.1,109.2,0.1796,13.8,acceptable,17.6,109.2,NA,NA,NA,109.2,DIU
Ammodytes_hexapterus,Ammodytes hexapterus,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Pacific sand lance,NA,NA,NA,NA,912,912,8,96,NA,NA,acceptable,80,96,NA,NA,NA,96,NA
Ammodytes_marinus,Ammodytes marinus,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Sand eel,NA,NA,NA,NA,912,912,10,120,NA,NA,acceptable,NA,120,NA,NA,NA,120,NA
Ammodytes_tobianus,Ammodytes tobianus,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Lesser sand eel,NA,NA,NA,NA,547,547,7,84,NA,NA,acceptable,NA,84,NA,NA,NA,84,NA
Ammospermophilus_harrisii,Ammospermophilus harrisii,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Harris's antelope squirrel,126.57,NA,NA,198.57,319,NA,10.6,127.2,NA,NA,acceptable,126,127.2,NA,NA,NA,127.2,NA
Ammospermophilus_leucurus,Ammospermophilus leucurus,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,White-tailed antelope squirrel,103.92,95.7,69.6,377.37,365,365,11.2,134.4,0.511,94.1,acceptable,105,134.4,NA,NA,NA,102,NA
Ammotragus_lervia,Ammotragus lervia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,Aoudad,94202.22,NA,252,507.09,335,NA,21.7,260.4,NA,NA,acceptable,92500,260.4,NA,NA,NA,256.2,NA
Amphiprion_clarkii,Amphiprion clarkii,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Black clown,NA,NA,NA,NA,NA,NA,11,132,NA,NA,acceptable,NA,132,NA,NA,NA,132,NA
Amphiprion_ephippium,Amphiprion ephippium,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Red saddleback anemonefish,NA,NA,NA,NA,NA,NA,16,192,NA,NA,acceptable,NA,192,NA,NA,NA,192,NA
Amphiprion_melanopus,Amphiprion melanopus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Black anemonefish,NA,NA,NA,NA,NA,NA,5,60,NA,NA,acceptable,NA,60,NA,NA,NA,60,NA
Amphisbaena_alba,Amphisbaena alba,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Red worm lizard,NA,NA,NA,NA,NA,NA,15.1,181.2,NA,NA,acceptable,210,181.2,NA,NA,NA,181.2,NOC
Amphispiza_bilineata,Amphispiza bilineata,Chordata,Aves,Passeriformes,Passerellidae,Amphispiza,Black-throated sparrow,NA,NA,NA,NA,NA,NA,6,72,0.1988,11.6,acceptable,13.5,72,NA,NA,NA,72,NA
Amphistichus_argenteus,Amphistichus argenteus,Chordata,Actinopterygii,Perciformes,Embiotocidae,Amphistichus,Barred surfperch,NA,NA,NA,NA,NA,NA,9,108,NA,NA,acceptable,1100,108,NA,NA,NA,108,NA
Amphiuma_means,Amphiuma means,Chordata,Amphibia,Caudata,Amphiumidae,Amphiuma,Two-toed amphiuma,NA,NA,NA,NA,1460,1095,27,324,0.00904,199,acceptable,200.967,324,NA,NA,NA,324,NOC
Amphiuma_tridactylum,Amphiuma tridactylum,Chordata,Amphibia,Caudata,Amphiumidae,Amphiuma,Three-toed amphiuma,NA,NA,NA,NA,NA,NA,15.9,190.8,NA,NA,acceptable,NA,190.8,NA,NA,NA,190.8,NA
Amytornis_barbatus,Amytornis barbatus,Chordata,Aves,Passeriformes,Maluridae,Amytornis,Grey grasswren,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,NA,NA,NA,NA,36,NA
Anabas_testudineus,Anabas testudineus,Chordata,Actinopterygii,Perciformes,Anabantidae,Anabas,Climbing perch,NA,NA,NA,NA,NA,NA,8,96,NA,NA,acceptable,13.2,96,NA,NA,NA,96,NA
Anas_acuta,Anas acuta,Chordata,Aves,Anseriformes,Anatidae,Anas,Northern pintail,NA,NA,NA,NA,240,240,27.4,328.8,NA,NA,acceptable,721,328.8,695.5,NA,NA,328.8,NA
Anas_americana,Anas americana,Chordata,Aves,Anseriformes,Anatidae,Anas,American wigeon,NA,NA,NA,NA,365,365,21.3,255.6,NA,NA,acceptable,793.8,255.6,NA,NA,NA,255.6,NA
Anas_clypeata,Anas clypeata,Chordata,Aves,Anseriformes,Anatidae,Anas,Northern shoveler,NA,NA,NA,NA,240,240,22.6,271.2,3.9209,554,acceptable,613,271.2,554,3.877777778,NA,271.2,NA
Anas_crecca,Anas crecca,Chordata,Aves,Anseriformes,Anatidae,Anas,Green-winged teal,NA,NA,NA,NA,180,180,27.1,325.2,1.68388,250,acceptable,343.8,325.2,250,1.666666667,NA,325.2,NA
Anas_cyanoptera,Anas cyanoptera,Chordata,Aves,Anseriformes,Anatidae,Anas,Cinnamon teal,NA,NA,NA,NA,365,365,12.9,154.8,NA,NA,acceptable,411,154.8,NA,NA,NA,154.8,NA
Anas_discors,Anas discors,Chordata,Aves,Anseriformes,Anatidae,Anas,Blue-winged teal,NA,NA,NA,NA,240,240,23.2,278.4,NA,NA,acceptable,420,278.4,NA,NA,NA,278.4,NA
Anas_fulvigula,Anas fulvigula,Chordata,Aves,Anseriformes,Anatidae,Anas,Mottled duck,NA,NA,NA,NA,365,365,20,240,NA,NA,acceptable,950,240,NA,NA,NA,240,NA
Anas_gracilis,Anas gracilis,Chordata,Aves,Anseriformes,Anatidae,Anas,Grey teal,NA,NA,NA,NA,NA,NA,31.7,380.4,NA,NA,acceptable,NA,NA,NA,NA,3.639813333,380.4,NA
Anas_laysanensis,Anas laysanensis,Chordata,Aves,Anseriformes,Anatidae,Anas,Laysan duck,NA,NA,NA,NA,365,365,12,144,NA,NA,acceptable,500,144,NA,NA,NA,144,NA
Anas_penelope,Anas penelope,Chordata,Aves,Anseriformes,Anatidae,Anas,Eurasian wigeon,NA,NA,NA,NA,365,365,35.2,422.4,2.8538,723,acceptable,660,422.4,539,3.136111111,NA,422.4,NA
Anas_platyrhynchos,Anas platyrhynchos,Chordata,Aves,Anseriformes,Anatidae,Anas,Mallard,NA,NA,NA,NA,365,365,29.1,349.2,4.068,1020,acceptable,1048.1,349.2,NA,NA,NA,349.2,DIU
Anas_querquedula,Anas querquedula,Chordata,Aves,Anseriformes,Anatidae,Anas,Garganey,NA,NA,NA,NA,365,365,14.7,176.4,NA,NA,acceptable,326,176.4,NA,NA,NA,176.4,NA
Anas_rubripes,Anas rubripes,Chordata,Aves,Anseriformes,Anatidae,Anas,American black duck,NA,NA,NA,NA,365,365,26.6,319.2,3.6076,904,acceptable,998.7,319.2,NA,NA,NA,319.2,NA
Anas_strepera,Anas strepera,Chordata,Aves,Anseriformes,Anatidae,Anas,Gadwall,NA,NA,NA,NA,240,240,28,336,NA,NA,acceptable,791,336,791,6.202777778,NA,336,NA
Anas_superciliosa,Anas superciliosa,Chordata,Aves,Anseriformes,Anatidae,Anas,Pacific black duck,NA,NA,NA,NA,NA,NA,27.2,326.4,NA,NA,acceptable,NA,NA,1000,NA,5.52188,326.4,NA
Anastomus_oscitans,Anastomus oscitans,Chordata,Aves,Ciconiiformes,Ciconiidae,Anastomus,Asian openbill,NA,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,NA,216,NA,NA,NA,216,NA
Anaxyrus_americanus,Anaxyrus americanus,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,American toad,NA,NA,NA,NA,910,910,36,432,0.00829,21.6,acceptable,21.7667,432,NA,NA,NA,432,NA
Anaxyrus_boreas,Anaxyrus boreas,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Western toad,NA,NA,NA,NA,1095,1095,11.5,138,NA,NA,acceptable,NA,138,NA,NA,NA,138,NA
Anaxyrus_californicus,Anaxyrus californicus,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Arroyo toad,NA,NA,NA,NA,NA,NA,8,96,NA,NA,acceptable,NA,NA,NA,NA,NA,96,NA
Anaxyrus_canorus,Anaxyrus canorus,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Yosemite toad,NA,NA,NA,NA,1825,1460,15,180,NA,NA,acceptable,NA,180,NA,NA,NA,180,NA
Anaxyrus_debilis,Anaxyrus debilis,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Green toad,NA,NA,NA,NA,NA,NA,12.4,148.8,NA,NA,acceptable,NA,148.8,NA,NA,NA,148.8,NA
Anaxyrus_hemiophrys,Anaxyrus hemiophrys,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Canadian toad,NA,NA,NA,NA,730,730,13.3,159.6,NA,NA,acceptable,NA,159.6,NA,NA,NA,159.6,NA
Anaxyrus_punctatus,Anaxyrus punctatus,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Red-spotted toad,NA,NA,NA,NA,730,730,11.3,135.6,NA,NA,acceptable,60,135.6,NA,NA,NA,135.6,NA
Anaxyrus_retiformis,Anaxyrus retiformis,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Sonoran green toad,NA,NA,NA,NA,NA,NA,15.3,183.6,NA,NA,acceptable,NA,183.6,NA,NA,NA,183.6,NA
Anaxyrus_terrestris,Anaxyrus terrestris,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Southern toad,NA,NA,NA,NA,NA,NA,10,120,0.00698,19.2,acceptable,19.267,120,NA,NA,NA,120,NA
Anchoa_compressa,Anchoa compressa,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,Deepbody anchovy,NA,NA,NA,NA,NA,NA,6,72,NA,NA,acceptable,NA,72,NA,NA,NA,72,NA
Andrias_japonicus,Andrias japonicus,Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias,Japanese giant salamander,NA,NA,NA,NA,1825,1825,55,660,NA,NA,acceptable,26000,660,NA,NA,NA,264,NOC
Anguilla_anguilla,Anguilla anguilla,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,European eel,NA,NA,NA,NA,4562,4015,88,1056,NA,NA,acceptable,3629.45,1056,NA,NA,NA,192,NA
Anguilla_australis,Anguilla australis,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,Shortfin eel,NA,NA,NA,NA,NA,NA,32,384,NA,NA,acceptable,4100,384,NA,NA,NA,168,NA
Anguilla_bicolor,Anguilla bicolor,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,Indonesian shortfin eel,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,3800,240,NA,NA,NA,240,NA
Anguilla_dieffenbachii,Anguilla dieffenbachii,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,New Zealand longfin eel,NA,NA,NA,NA,NA,NA,60,720,NA,NA,acceptable,13000,720,NA,NA,NA,720,NA
Anguilla_marmorata,Anguilla marmorata,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,Marbled eel,NA,NA,NA,NA,NA,NA,40,480,NA,NA,acceptable,11275,480,NA,NA,NA,480,NA
Anguilla_mossambica,Anguilla mossambica,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,African longfin eel,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,412.5,240,NA,NA,NA,240,NA
Anguilla_nebulosa,Anguilla nebulosa,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,Long-finned eel,NA,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,11000,180,NA,NA,NA,180,NA
Anguilla_reinhardtii,Anguilla reinhardtii,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,Speckled longfin eel,NA,NA,NA,NA,7300,3650,41,492,NA,NA,acceptable,8965,492,NA,NA,NA,492,NA
Anguilla_rostrata,Anguilla rostrata,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,American eel,NA,NA,NA,NA,1642,1642,50,600,NA,NA,acceptable,4031.5,600,NA,NA,NA,600,NA
Anguis_fragilis,Anguis fragilis,Chordata,Reptilia,Squamata,Anguidae,Anguis,Slow worm,NA,NA,NA,NA,1644,1096,54,648,NA,NA,acceptable,11.655,648,NA,NA,0.044,648,DIU
Anhinga_anhinga,Anhinga anhinga,Chordata,Aves,Suliformes,Anhingidae,Anhinga,Anhinga,NA,NA,NA,NA,730,730,16.4,196.8,3.2258,1040,acceptable,1080,196.8,NA,NA,NA,196.8,DIU
Anhinga_melanogaster,Anhinga melanogaster,Chordata,Aves,Suliformes,Anhingidae,Anhinga,Darter,NA,NA,NA,NA,NA,NA,16,192,NA,NA,acceptable,1486.6,192,NA,NA,NA,192,NA
Anhinga_novaehollandiae,Anhinga novaehollandiae,Chordata,Aves,Suliformes,Anhingidae,Anhinga,Australasian darter,NA,NA,NA,NA,NA,NA,22.3,267.6,NA,NA,acceptable,NA,NA,1500,NA,4.72416,267.6,NA
Anodorhynchus_hyacinthinus,Anodorhynchus hyacinthinus,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Hyacinth macaw,NA,NA,NA,NA,NA,NA,38.8,465.6,NA,NA,acceptable,1330,465.6,NA,NA,NA,465.6,DIU
Anodorhynchus_leari,Anodorhynchus leari,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Lear's macaw,NA,NA,NA,NA,NA,NA,38.3,459.6,NA,NA,acceptable,940,459.6,NA,NA,NA,459.6,DIU
Anolis_bimaculatus,Anolis bimaculatus,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Panther anole,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,NA,84,NA,NA,NA,84,NA
Anolis_carolinensis,Anolis carolinensis,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Green anole,NA,NA,NA,NA,259,259,7.2,86.4,NA,NA,acceptable,2.455,86.4,NA,NA,0.0279,86.4,DIU
Anolis_cuvieri,Anolis cuvieri,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Puerto Rican giant anole,NA,NA,NA,NA,NA,NA,9.2,110.4,NA,NA,acceptable,46.6,110.4,NA,NA,NA,110.4,NA
Anolis_equestris,Anolis equestris,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Knight anole,NA,NA,NA,NA,NA,NA,16.5,198,NA,NA,acceptable,56,198,NA,NA,NA,198,NA
Anolis_roquet,Anolis roquet,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,"Martinique's anole, or Anole",NA,NA,NA,NA,NA,NA,6.7,80.4,NA,NA,acceptable,2.415,80.4,NA,NA,NA,80.4,NA
Anoplopoma_fimbria,Anoplopoma fimbria,Chordata,Teleostei,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Sablefish,NA,NA,NA,NA,2190,NA,114,1368,NA,NA,acceptable,31350,1368,NA,NA,NA,1368,NA
